ID,title,authors,year,publisher,subject
1773,Further Tales of the City,Armistead Maupin,2000,Jump at the Sun,City and town life
2973,More Tales of the City,Armistead Maupin,2000,Pleasant Company Publications,City and town life
4158,Sure of You,Armistead Maupin,1991,Dell Publishing Company,City and town life
4196,Tales of the City,Armistead Maupin,1989,Broadway Books,Fiction
4197,Tales of the City,Armistead Maupin,2000,Dell Publishing Company,City and town life
3543,Ralph Ellison,Arnold Rampersad,2007,A. Mondadori,Biography & Autobiography
1039,Complete Maus,Art Spiegelman,2003,Wings,Children of Holocaust survivors
2260,In the Shadow of No Towers,Art Spiegelman,2004,Hill and Wang,Graphic novels
2840,Maus,Art Spiegelman,1991,A. Mondadori,Children of Holocaust survivors
2841,Maus II,Art Spiegelman,1991,Perseus Books Group,Biography & Autobiography
5903,The South Beach Diet,Arthur Agatston,2003,Delta,Health & Fitness
6079,The Valley of Vision,Arthur Bennett,1975,Perennial,Religion
5,2061,Arthur C. Clarke,1997,Penguin Books,Computers
4623,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,2002,Laure Leaf,Fiction
4152,Sunstorm,Arthur Charles Clarke;Stephen Baxter,2006,Warner Vision,Fiction
4635,The Coming of the Fairies,Arthur Conan Doyle,2006,Hyperion,Fiction
4641,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,2001,Broadway,Fiction
5118,The Hound of the Baskervilles,Arthur Conan Doyle,2001,Simon Pulse,Fiction
5121,The Hound of the Baskervilles,Arthur Conan Doyle,2006,Ballantine Books,Fiction
5477,The New Annotated Sherlock Holmes,Arthur Conan Doyle,2005,Ballantine Books,"Detective and mystery stories, English"
5509,The Novels,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)",2005,Living Books,"Detective and mystery stories, English"
3865,Sherlock Holmes and the Case of the Hound of the Baskervilles,Arthur Conan Doyle;Malvina G. Vogel,2005,Golden Books,Juvenile Fiction
477,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,2003,Random House Inc,Fiction
6507,Vesco from Wall Street to Castro's Cuba,Arthur Herzog,2003,Faber Faber Inc,BIOGRAPHY & AUTOBIOGRAPHY
4268,The Act of Creation,Arthur Koestler,1964,Penguin USA (Paper),Philosophy
4981,The Ghost in the Machine,Arthur Koestler,1990,Free Press,Philosophy
5171,The Invisible Writing,Arthur Koestler,2005,Pocket,"Authors, English"
5994,The Thirteenth Tribe,Arthur Koestler,1977,Nelson Books,Jews
1219,Death of a Salesman,Arthur Miller,1994,Scholastic,American drama
1220,Death of a Salesman,Arthur Miller,1967,Perennial,Fiction
4717,The Crucible,Arthur Miller,1996,Little,Drama
4718,The Crucible,Arthur Miller,1995,Image,Drama
5633,The Portable Arthur Miller,Arthur Miller,2003,Signet Book,Drama
4962,The Fuck Up,Arthur Nersesian,1999,American Philological Association,Fiction
4850,The Egyptologist,Arthur Phillips,2005,Dell Publishing Company,Americans
2596,Li Po and Tu Fu,Arthur R. V. Cooper,1973,Bloomsbury Pub Ltd,Poetry
513,Avalanche,Arthur Roth,1989,A. Mondadori,Adult education
6367,Trapped!,Arthur Roth,1983,Gallimard,Survival
6181,The World as Will and Representation,Arthur Schopenhauer,1958,Pocket,Philosophy
386,An Ordinary Person's Guide to Empire,Arundhati Roy,2004,Bhaktivedanta Book Trust,Business & Economics
5002,The God of Small Things,Arundhati Roy,1998,Castle Books,Fiction
4999,The Glass House,Ashley Gardner,2004,Bantam Books,Fiction
4485,The Bookseller of Kabul,Asne Seierstad,2004,Avon,Biography & Autobiography
3400,Pippi Longstocking,Astrid Lindgren,2005,Harper Mass Market Paperbacks,Juvenile Fiction
931,Christmas in Noisy Village,Astrid Lindgren;Ilon Wikland,1981,Spectra Books,Juvenile Fiction
4518,The Brothers Lionheart,Astrid Lindgren;Ilon Wikland;Jill Morgan,2004,Berkley Publishing Group,Juvenile Fiction
3399,Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,1977,Crown,Juvenile Fiction
4277,The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,1997,Plume Books,Juvenile Fiction
5293,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Audrey Wood,1996,Tor Books,Juvenile Fiction
1388,Dry,Augusten Burroughs,2004,A. Mondadori,Biography & Autobiography
947,City of God,Augustine;Henry Scowcroft Bettenson;Gillian Rosemary Evans,2003,Akashic Books,History
3445,Poppy,Avi,2005,A. Mondadori,Children's stories
3446,Poppy's Return,Avi,2006,Warner Books,Juvenile Fiction
5831,The Secret School,Avi,2003,Ballantine Books,Juvenile Fiction
5080,The Heights of Courage,Avigdor Kahalani,1992,Atlantic Monthly Press,History
2401,Joel on Software,Avram Joel Spolsky,2004,HarperTrophy,Computers
1635,Finder Series,Ayano Yamane,2007,Simon &amp; Schuster,Gay men
435,Anthem,Ayn Rand,1999,A. Mondadori,Fiction
501,Atlas Shrugged,Ayn Rand,1957,Touchstone,Capitalism
502,Atlas Shrugged,Ayn Rand,2005,Harvest Books,Fiction
1697,For the New Intellectual,Ayn Rand,1961,A. Mondadori,Literary Collections
823,"Capitalism, the Unknown Ideal",Ayn Rand;Clarence Belden Randall,1952,Yale University Press,Capitalism
2419,Journals of Ayn Rand,Ayn Rand;Leonard Peikoff;David Harriman,1999,A. Mondadori,Biography & Autobiography
6093,The Virtue of Selfishness,Ayn Rand;Nathaniel Branden,1964,University of Washington Press,Philosophy
3561,Reading Lolita in Tehran,Azar Nafisi,2003,Fawcett Books,American literature
3562,Reading Lolita in Tehran,Azar Nafisi,2004,Einaudi,Biography & Autobiography
3752,Seabiscuit,B. K. Beckwith,2003,Signet Book,Biography & Autobiography
4469,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,2000,St Martins Pr,Health & Fitness
523,Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,1965,Puffin Books,Biography & Autobiography
1373,Dreams from My Father,Barack Obama,2007,Push,Biography & Autobiography
403,"And the Envelope, Please...",Barbara Bretton;Emilie Rose;Isabel Sharpe,2006,Sourcebooks Landmark,Fiction
1657,"First, last and always",Barbara Conklin,1985,Baen,Fiction
1872,Goodbye Forever,Barbara Conklin,1984,Bantam,Juvenile Fiction
6685,Winter Dreams,Barbara Conklin;Stefanie Curtis,1988,Greenery Press (CA),Blind
1611,Fear of Falling,Barbara Ehrenreich,1989,F. H. Revell,Social Science
3113,Nickel and Dimed,Barbara Ehrenreich,2002,Pan Macmillan,Business & Economics
1694,For Her Own Good,Barbara Ehrenreich;Deirdre English,2005,Rizzoli,History
4471,The Bon Appetit Cookbook,Barbara Fairchild,2006,Dorset Press,Cooking
3486,Prodigal Summer,Barbara Kingsolver,2001,Readers Digest Assn,Fiction
3938,Small Wonder,Barbara Kingsolver,2003,John Hunt Publishing,Literary Collections
5625,The Poisonwood Bible,Barbara Kingsolver,2000,Fireside,Americans
5626,The Poisonwood Bible,Barbara Kingsolver,1999,Access Press (HarperCollins),Fiction
419,"Animal, Vegetable, Miracle",Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,2007,A. Mondadori,Biography & Autobiography
296,After the Mourning,Barbara Nadel,2006,Silhouette,Fiction
1236,Deep Waters,Barbara Nadel,2002,Thorsons Publishers,Fiction
5149,The Illustrated Book of Ballet Stories,Barbara Newman;Gill Tomblin;Darcey Bussell,2000,O'Reilly,Juvenile Fiction
1202,"Dear God, Help!!! Love, Earl",Barbara Park,1994,A. Mondadori,Juvenile Fiction
2447,Junie B. Jones and a Little Monkey Business,Barbara Park,1993,Andrews McMeel Publishing,Juvenile Fiction
2448,"Junie B., First Grader",Barbara Park,2003,Pocket,Juvenile Fiction
249,A Woman of Substance,Barbara Taylor Bradford,2005,Onyx Books,Fiction
5702,The Ravenscar Dynasty,Barbara Taylor Bradford,2006,Pocket,Fiction
6504,Vergil's Aeneid,Barbara Weiden Boyd,2004,Spectra,Literary Collections
5054,The Guns of August,Barbara Wertheim Tuchman,2004,Broadway,History
2286,Insurgency & Terrorism,Bard E. O'Neill,2005,Alfred A. Knopf,Political Science
2648,Liturgies of the Western Church,Bard Thompson,1980,Putnam Pub Group,Religion
4252,The 13th directorate,Barry Chubin,1989,Villard Books,Fiction
5226,The Last Assassin,Barry Eisler,2006,Hyperion,Fiction
4723,The Culture of Fear,Barry Glassner,2000,Warner Books,Social Science
771,Bridge of Birds,"Barry Hughart;E. E. ""Doc"" Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter",1985,Berkley Publishing Group,
4396,The Beatles years,Barry Miles;Keith Badman,2001,Ballantine Books,Biography & Autobiography
5563,The Paradox of Choice,Barry Schwartz,2005,Signet Book,Business & Economics
4428,The Big Book of Boy Stuff,Bart King,2004,Candlewick Press (MA),Juvenile Nonfiction
2109,How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,1993,Simon &amp; Schuster,Obesity
3811,Seventeen & In-Between,Barthe DeClements,1993,Atria,High schools
4759,The Death of an Irish Sea Wolf,Bartholomew Gill,1997,Ediciones Catedra S.A.,Fiction
6144,The White Rhino Hotel,Bartle Bull,2000,Ballantine Books,Fiction
97,A First Course in String Theory,Barton Zwiebach,2004,Macmillan Pub Ltd,Science
5365,The Man Who Changed Everything,Basil Mahon,2004,Goldmann,Biography & Autobiography
5972,The Tale of Jemima Puddle-Duck,Beatrix Potter,2002,Little Brown and Company,Juvenile Nonfiction
5974,The Tale of The Flopsy Bunnies,Beatrix Potter,2010,Random House Uk Ltd,Juvenile Nonfiction
6186,The World of Peter Rabbit,Beatrix Potter,2006,Daw Books,Juvenile Fiction
123,A Journal,Beatrix Potter (Illustratorin),2006,Roc,"Novelists, English"
698,Blessings,Belva Plain,2008,Roc,Fiction
3281,Orion,Ben Bova,1992,Oscar Italian,Fiction
1818,Gifted Hands,Ben Carson;Cecil B. Murphey,1996,Penguin Books,Biography & Autobiography
1193,Dead Famous,Ben Elton,2002,Little Apple,Fiction
2051,High Society,Ben Elton,2003,Maverick Books,Fiction
3337,Past Mortem,Ben Elton,2005,A. Mondadori,Fiction
3444,Popcorn,Ben Elton,2003,Scholastic Paperbacks (Mm),Criminals
4007,Sparrow Hawk Red,Ben Mikaelsen,1995,Star Trek,Adventure stories
3746,Schott's Original Miscellany,Ben Schott,2003,Avon,Reference
2459,Kaplan & Sadock's Synopsis of Psychiatry,Benjamin J. Sadock;Virginia A. Sadock,2003,Ballantine Books,Medical
2268,Indecision,Benjamin Kunkel,2006,A. Mondadori,Fiction
1091,Crazy,Benjamin Lebert,2000,Hill &amp; Wang,Handicapped youth
13,... The Circulation,Benjamin W. Ussery,1853,Farrar Straus &amp; Giroux,
1303,Dispatch,Bentley Little,2005,Riverhead Books,Fiction
6610,What Went Wrong?,Bernard Lewis,2003,Warner Books,History
4937,The Fixer,Bernard Malamud,2004,Dell Publishing Company,Fiction
5344,The Magic Barrel,Bernard Malamud,2003,Warner Books,Fiction
5468,The Natural,Bernard Malamud,1952,Eos,Fiction
617,"Bernard Shaw's Saint Joan, Major Barbara, Androcles and the Lion",Bernard Shaw,1979,Dutton Books,Drama
1797,George Bernard Shaw's Plays,Bernard Shaw,2002,Harpercollins,Drama
3507,Pygmalion,Bernard Shaw;Alan Jay Lerner,1980,Fawcett Books,Fiction
549,Balanchine,Bernard Taper,1996,Dell,Biography & Autobiography
1507,Ethics and the Limits of Philosophy,Bernard Williams,1985,Lb May &amp; Assoc Inc,Philosophy
2967,Moral Luck,Bernard Williams,1981,Vintage,Philosophy
3485,Problems of the Self,Bernard Williams,1976,St. Martin's Press,Philosophy
5082,The Hemingway Women,Bernice Kert,1999,Routledge &amp; K. Paul,Biography & Autobiography
6587,West with the Night,Beryl Markham,1942,Trafalgar Square,Biography & Autobiography
6618,When Rain Clouds Gather,Bessie Head,1995,Aladdin,Fiction
3168,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger;Julie Kaufmann,2004,A. Mondadori,Cooking
6226,Things Pondered,Beth Moore,2004,Chronicle Books,Religion
1729,Fourth of July mice,Bethany Roberts,2005,Ivy Books,Music
4919,The Feminine Mystique,Betty Friedan,2001,Ballantine Books,Social Science
1398,E.M. Forster - A Passage to India,Betty Jay,1998,Diogenes Verlag,Language Arts & Disciplines
3006,Mrs. Piggle-Wiggle's farm,Betty MacDonald,1987,LGF,Behavior
4849,The Egg and I,Betty MacDonald,1992,Scribner,Farm life
3167,Not Without My Daughter,Betty Mahmoody;William Hoffer,2004,A. Mondadori,Americans
6756,Year's Happy Ending,Betty Neels,2001,Warner Vision,Fiction
